# id         Nep   period     totamp   A1      A2      A3      phi1     phi2     phi3     phi21     phi31    meanmag   cost     costN           aper   phcov   phcov2   snr     Npt   order   minmax   OGLEID     Imean_ogle   Vmean_ogle   VmI
  lmc35683   663   0.277683   0.28     0.138   0.027   0.007   -0.005   3.001    0.284    9.2944    6.5825   19.017    0.7761   0.0011705882    1      0.99    0.987    132.5   663   3       0.558    lmc35683   19.01        19.344       0.32699966    
  lmc35689   165   0.451961   0.22     0.098   0.004   0.005   -0.042   2.281    -0.88    8.6491    5.5301   18.727    0.2996   0.0018157576    1      0.971   0.965    41.0    165   3       0.41     lmc35689   18.715       19.316       0.5890007     
  lmc35692   411   0.317294   0.306    0.149   0.022   0.014   -0.011   3.076    0.623    9.3799    6.9385   18.987    0.4475   0.0010888077    1      0.987   0.988    121.7   411   5       0.479    lmc35692   18.975       19.316       0.32900047    
  lmc35693   748   0.269612   0.133    0.064   0.01    0.004   -0.025   2.662    -0.199   8.9961    6.1605   18.84     0.5861   7.8355614E-4    1      0.991   0.991    86.7    748   3       0.373    lmc35693   18.836       19.198       0.3579998     
  lmc35696   413   0.4288     0.246    0.115   0.016   0.002   -0.02    -2.04    -2.563   10.5658   10.0627  18.515    0.4317   0.0010452784    1      0.985   0.987    100.1   413   3       0.434    lmc35696   18.508       18.971       0.45600128    
  lmc35701   190   0.335296   0.229    0.087   0.013   0.01    -0.163   -0.996   -1.866   5.6141    4.9071   18.909    0.5663   0.002980526     1      0.965   0.969    32.3    190   3       0.563    lmc35701   18.888       19.366       0.45699883    
  lmc35704   202   0.382853   0.347    0.175   0.011   0.02    -0.022   3.133    -0.473   9.461     5.8773   18.802    0.2258   0.0011178218    1      0.977   0.981    93.8    202   5       0.487    lmc35704   18.783       19.266       0.4640007     
  lmc35706   123   0.300409   0.325    0.153   0.036   0.02    -0.014   3.006    -1.113   9.3168    5.2109   18.925    0.1655   0.0013455284    1      0.969   0.957    64.6    123   3       0.494    lmc35706   18.909       19.321       0.3959999     
  lmc35715   749   0.279307   0.294    0.14    0.028   0.001   0.005    -3.087   -2.818   9.4693    9.7334   18.984    0.7275   9.712951E-4     1      0.99    0.99     167.5   749   3       0.517    lmc35715   18.976       19.324       0.34000015    
  lmc35716   290   0.291803   0.356    0.17    0.042   0.015   0.027    3.128    -0.087   9.3561    6.1136   18.799    0.2704   9.3241374E-4    1      0.977   0.985    129.3   290   5       0.557    lmc35716   18.785       19.167       0.36800003    
  lmc35718   125   0.36622    0.244    0.12    0.01    0.011   0.005    -2.245   0.415    10.3123   6.6846   18.472    0.1423   0.0011383999    1      0.96    0.963    54.4    125   3       0.418    lmc35718   18.462       19.003       0.53100014    
  lmc35719   118   0.368558   0.345    0.164   0.022   0.016   0.01     -2.849   0.182    9.697     6.4352   18.758    0.1563   0.0013245762    1      0.952   0.958    67.2    118   3       0.589    lmc35719   18.744       19.371       0.61300087    
  lmc35720   428   0.271684   0.146    0.062   0.011   0.002   -0.042   2.599    2.055    8.9673    8.4657   19.071    0.6841   0.0015983644    1      0.973   0.983    45.7    428   3       0.482    lmc35720   19.062       19.533       0.4620018     
  lmc35721   635   0.356665   0.267    0.134   0.018   0.007   -0.007   -3.133   0.135    9.4481    6.4405   18.908    0.651    0.0010251969    1      0.988   0.99     135.7   635   3       0.476    lmc35721   18.901       19.36        0.45199966    
  lmc35723   233   0.331706   0.353    0.168   0.043   0.025   -0.004   3.085    -0.414   9.3761    5.8801   18.675    0.2012   8.6351926E-4    1      0.964   0.98     121.1   233   4       0.534    lmc35723   18.665       19.08        0.4050007     
  lmc35735   748   0.359976   0.269    0.136   0.021   0.013   -0.017   -2.777   0.548    9.8238    6.8829   18.683    0.459    6.1363634E-4    1      0.991   0.99     200.8   748   3       0.454    lmc35735   18.676       19.153       0.4699993     
  lmc35753   475   0.310439   0.308    0.15    0.022   0.02    -0.007   -2.66    0.265    9.9197    6.5688   19.068    0.5859   0.0012334737    1      0.986   0.984    120.5   475   4       0.602    lmc35753   19.058       19.519       0.4509983     
  lmc35755   124   0.273491   0.26     0.104   0.021   0.004   -0.042   3.093    1.123    9.46      7.5317   18.863    0.1378   0.0011112903    1      0.963   0.957    60.2    124   3       0.4      lmc35755   18.857       19.268       0.40499878    
  lmc35756   227   0.354696   0.287    0.135   0.017   0.006   0.001    -3.012   0.638    9.5524    6.9181   18.73     0.2014   8.872247E-4     1      0.97    0.971    95.5    227   3       0.54     lmc35756   18.72        19.206       0.47599983    
  lmc35757   451   0.252715   0.244    0.12    0.018   0.009   -0.031   3.065    0.543    9.4109    6.9196   19.194    0.6687   0.001482705     1      0.986   0.989    81.9    451   3       0.544    lmc35757   19.183       19.538       0.34399986    
  lmc35760   647   0.348209   0.278    0.142   0.022   0.015   -0.017   3.042    0.343    9.3597    6.6785   18.706    0.4534   7.007728E-4     1      0.99    0.991    179.6   647   4       0.453    lmc35760   18.699       19.156       0.45000076    
  lmc35765   412   0.403631   0.281    0.139   0.013   0.003   -0.0     -2.01    2.166    10.5565   8.4499   18.509    0.2676   6.4951455E-4    1      0.986   0.981    151.5   412   4       0.454    lmc35765   18.5         18.968       0.45899963    
  lmc35767   478   0.291135   0.35     0.168   0.044   0.014   -0.012   -3.088   -0.418   9.5022    5.9013   19.012    0.5541   0.001159205     1      0.986   0.988    140.1   478   5       0.594    lmc35767   18.999       19.437       0.42500114    
  lmc35770   199   0.36276    0.275    0.142   0.011   0.013   0.01     -2.876   0.621    9.6707    6.8749   18.849    0.1689   8.487437E-4     1      0.975   0.964    90.0    199   3       0.445    lmc35770   18.837       19.37        0.5209999     
  lmc35776   758   0.312266   0.342    0.162   0.041   0.013   -0.003   3.073    -0.684   9.3632    5.6094   19.247    1.0297   0.0013584433    1      0.991   0.991    158.6   758   3       0.602    lmc35776   19.233       19.791       0.5440006     
  lmc35782   117   0.350015   0.398    0.186   0.042   0.019   0.009    -3.115   -0.964   9.4345    5.293    18.889    0.1667   0.0014247864    1      0.952   0.966    73.4    117   3       0.588    lmc35782   18.873       ""           ""            
  lmc35787   474   0.351928   0.259    0.126   0.02    0.011   0.015    -2.698   0.413    9.8381    6.651    18.973    0.4421   9.327004E-4     1      0.988   0.984    119.7   474   4       0.491    lmc35787   18.965       19.517       0.5440006     
  lmc35802   447   0.308223   0.339    0.162   0.045   0.012   -0.013   2.845    -0.628   9.1539    5.6941   18.653    0.3164   7.0782995E-4    1      0.987   0.984    181.8   447   5       0.505    lmc35802   18.642       18.982       0.32900047    
  lmc35803   647   0.329719   0.369    0.18    0.039   0.016   -0.003   3.061    -0.348   9.3487    5.9425   18.68     0.7201   0.001112983     1      0.992   0.987    184.8   647   4       0.596    lmc35803   18.675       19.092       0.41199875    
  lmc35808   448   0.366057   0.242    0.118   0.014   0.012   0.01     -2.893   0.464    9.6526    6.716    18.629    0.327    7.299107E-4     1      0.981   0.985    127.9   448   3       0.39     lmc35808   18.625       19.097       0.4680004     
  lmc35813   412   0.339154   0.233    0.116   0.018   0.014   -0.026   -2.685   0.551    9.9328    6.9113   18.813    0.3406   8.266991E-4     1      0.987   0.986    109.5   412   3       0.426    lmc35813   18.806       19.243       0.4300003     
  lmc35817   474   0.317042   0.364    0.171   0.041   0.016   0.013    3.118    0.283    9.3745    6.5261   19.115    0.6421   0.0013546413    1      0.988   0.986    131.7   474   4       0.662    lmc35817   19.097       19.546       0.43099976    
  lmc35818   452   0.350588   0.241    0.116   0.004   0.007   0.036    -2.238   -1.895   10.2566   4.2797   18.715    0.8947   0.0019794249    1      0.985   0.985    65.9    452   3       0.5      lmc35818   18.7         19.15        0.43499947    
  lmc35824   656   0.31875    0.341    0.163   0.039   0.012   -0.013   3.12     -0.517   9.4296    5.8055   18.727    0.5749   8.763719E-4     1      0.99    0.991    183.9   656   4       0.521    lmc35824   18.715       19.078       0.35099983    
  lmc35827   523   0.292477   0.312    0.145   0.033   0.01    -0.014   -3.031   -0.9     9.5637    5.4254   18.84     0.463    8.8527723E-4    1      0.988   0.988    158.4   523   3       0.567    lmc35827   18.829       19.188       0.34799957    
  lmc35834   233   0.366174   0.315    0.157   0.025   0.012   -0.015   -3.069   0.4      9.5279    6.729    18.664    0.1878   8.060086E-4     1      0.971   0.981    111.7   233   3       0.518    lmc35834   18.658       19.161       0.49699974    
  lmc35835   205   0.358758   0.304    0.141   0.022   0.012   -0.036   -2.677   0.188    9.9613    6.579    18.852    0.2395   0.0011682927    1      0.975   0.979    81.4    205   3       0.505    lmc35835   18.839       19.354       0.5020008     
  lmc35840   414   0.33383    0.262    0.135   0.019   0.019   0.001    3.129    -0.09    9.409     6.1885   18.57     0.2951   7.1280194E-4    1      0.987   0.983    131.7   414   4       0.435    lmc35840   18.565       19.0         0.4300003     
  lmc35842   412   0.269339   0.239    0.118   0.02    0.006   -0.015   2.997    0.076    9.3096    6.4034   18.764    0.3649   8.856796E-4     1      0.986   0.987    107.8   412   3       0.441    lmc35842   18.758       19.109       0.3449993     
  lmc35843   513   0.343581   0.365    0.179   0.04    0.02    0.008    3.03     -0.577   9.2973    5.6816   18.761    0.463    9.025341E-4     1      0.99    0.989    180.6   513   4       0.599    lmc35843   18.753       19.182       0.42099953    
  lmc35846   444   0.344641   0.322    0.151   0.029   0.012   -0.002   2.912    -0.024   9.1982    6.2643   18.815    0.3837   8.6418923E-4    1      0.986   0.985    150.1   444   4       0.472    lmc35846   18.805       19.237       0.42199898    
  lmc35848   232   0.333393   0.273    0.132   0.008   0.02    0.004    -2.365   0.669    10.1934   6.9412   18.791    0.2049   8.831896E-4     1      0.968   0.972    90.4    232   4       0.51     lmc35848   18.782       19.192       0.40099907    
  lmc35849   451   0.28013    0.155    0.071   0.012   0.003   -0.005   2.082    -0.456   8.3764    5.8438   18.799    0.5314   0.0011782706    1      0.986   0.98     61.9    451   3       0.406    lmc35849   18.79        19.154       0.35499954    
  lmc35854   403   0.354873   0.274    0.133   0.026   0.012   -0.003   -2.893   0.383    9.6798    6.6764   18.822    0.368    9.1315137E-4    1      0.989   0.989    118.5   403   3       0.458    lmc35854   18.812       19.28        0.45800018    
  lmc35857   102   0.323032   0.258    0.13    0.013   0.005   -0.001   -2.421   0.312    10.1479   6.5998   16.658    0.0171   1.6764707E-4    1      0.947   0.953    148.4   102   4       0.317    lmc35857   16.652       17.06        0.40199852    
  lmc35861   633   0.390587   0.291    0.146   0.025   0.011   -0.012   -2.835   0.243    9.7555    6.5614   18.524    0.4147   6.5513427E-4    1      0.988   0.989    191.5   633   3       0.483    lmc35861   18.515       18.986       0.4619999     
  lmc35865   472   0.348372   0.294    0.147   0.016   0.008   -0.011   -2.767   0.168    9.8218    6.4853   18.809    0.4633   9.815678E-4     1      0.988   0.987    132.4   472   3       0.486    lmc35865   18.8         19.29        0.4810009     
  lmc35866   79    0.364329   0.26     0.127   0.027   0.017   -0.002   3.1      0.431    9.3867    6.7191   18.875    0.1182   0.0014962025    1      0.952   0.94     38.0    79    3       0.477    lmc35866   18.863       19.349       0.47400093    
  lmc35873   478   0.372129   0.299    0.144   0.025   0.016   0.016    -2.989   0.315    9.5463    6.5521   18.886    0.4663   9.75523E-4      1      0.982   0.986    133.3   478   3       0.557    lmc35873   18.876       19.389       0.50300026    
  lmc35876   231   0.378378   0.277    0.127   0.026   0.02    0.027    -3.092   0.006    9.4211    6.209    18.679    0.1618   7.0043287E-4    1      0.975   0.976    106.6   231   4       0.476    lmc35876   18.676       19.162       0.4829998     
  lmc35879   293   0.295774   0.157    0.08    0.008   0.014   0.014    2.529    -0.198   8.7846    6.0434   18.87     0.2752   9.392492E-4     1      0.981   0.983    57.1    293   3       0.388    lmc35879   18.862       19.328       0.45799828    
  lmc35880   476   0.386593   0.267    0.129   0.013   0.013   -0.022   -2.605   1.485    10.0053   7.8341   18.92     0.5701   0.0011976891    1      0.984   0.984    106.0   476   5       0.559    lmc35880   18.91        19.504       0.58399963    
  lmc35881   641   0.423045   0.275    0.143   0.014   0.01    -0.004   -2.335   0.902    10.2389   7.1975   18.515    0.4182   6.5241806E-4    1      0.988   0.992    187.3   641   3       0.455    lmc35881   18.508       18.989       0.47400093    
  lmc35888   125   0.340801   0.267    0.127   0.026   0.007   0.045    -2.875   0.551    9.6009    6.6984   18.906    0.2208   0.0017664       1      0.951   0.955    42.8    125   3       0.498    lmc35888   18.894       19.348       0.44199944    
  lmc35890   408   0.318305   0.316    0.145   0.04    0.017   0.005    -2.953   -0.432   9.6026    5.8361   18.698    0.3247   7.958333E-4     1      0.981   0.984    149.6   408   4       0.512    lmc35890   18.686       19.002       0.30400085    
  lmc35899   516   0.332344   0.343    0.166   0.034   0.01    0.002    3.008    -0.139   9.288     6.1388   18.763    0.4037   7.8236434E-4    1      0.987   0.98     190.2   516   4       0.501    lmc35899   18.752       19.149       0.38599968    
  lmc35902   123   0.32829    0.368    0.174   0.036   0.008   -0.004   -2.973   0.035    9.6001    6.3286   18.879    0.1807   0.0014691057    1      0.957   0.965    67.6    123   3       0.668    lmc35902   18.862       19.391       0.51200104    
